n,x,y
77,3306.19581519172,-174.205388782973
78,3310.85983079236,-269.493258479438
79,3298.78282749507,-181.618376479615
80,3226.50612517611,-279.469911926827
81,3372.91277117845,-209.417108140755
82,3300.63606885949,-192.737869144071
83,3302.48932134339,-257.601583766392
84,3330.78224773651,-219.115785391024
85,3317.31530785617,-187.178122811843
86,3317.31530785617,-174.205388782973
87,3295.07632252726,-174.205388782973
88,3292.38911921301,-265.601436046879
89,3296.92957501117,-161.23264363461
90,3282.10358849839,-179.765135115201
91,3254.30485683725,-183.471628963522
92,3403.83114322356,-239.439738334786
93,3302.48932134339,-287.253556791946
94,3363.6465309979,-155.672897302382
95,3319.16856034008,-163.085896118517
96,3219.09312635998,-296.519808091988
97,3308.04906767562,-179.765135115201
98,3295.35430984387,-167.255705867688
99,3293.22308116285,-164.939137482931
100,3305.94871782573,-274.929456128671
101,3258.01135068557,-177.911882631294
102,3328.43480052063,-192.737869144071
103,3363.6465309979,-214.976854472983
104,3326.58155915621,-194.591121627978
105,3304.3425738273,-183.471628963522
106,3317.31530785617,-164.939137482931
107,3265.42434950171,-213.123613108568
108,3369.20627733013,-185.324881447429
109,3322.8750541884,-224.243105773024
110,3258.01135068557,-190.884627779657
111,3293.22308116285,-181.618376479615
112,3359.94003714958,-253.895078798578
113,3289.51657619503,-181.618376479615
114,3319.16856034008,-168.645642450745
115,3306.19581519172,-155.672897302382
116,3226.53700400724,-295.284310142547
117,3217.23987387607,-266.867823946941
118,3359.94003714958,-189.03137529575
119,3215.38663251165,-278.419742561625
120,3258.01135068557,-209.417108140755
121,3258.01135068557,-207.56386677634
122,3252.45160435334,-259.454825130806
123,3374.76602366236,-164.939137482931
124,3349.3147392171,-216.027034957677
125,3221.1008174775,-285.83274137776
126,3328.43480052063,-257.601583766392
127,3252.45160435334,-257.601583766392
128,3295.07632252726,-218.683359440796
129,3321.02181282399,-198.297615476299
130,3296.92957501117,-189.03137529575
131,3322.8750541884,-172.352136299066
132,3321.02181282399,-170.498883815159
133,3300.63606885949,-189.03137529575
134,3257.67158346772,-187.08546407947
135,3283.9568298628,-174.205388782973
136,3296.92957501117,-211.270360624662
137,3330.28805300453,-209.417108140755
138,3285.81008234671,-272.427570279169
139,3222.7996202083,-268.721076430848
140,3239.47885920498,-263.16133009862
141,3333.99454685285,-200.150867960206
142,3361.793278514,-144.553404637926
143,3215.38663251165,-287.253556791946
144,3328.49658042187,-164.136065483719
145,3287.66333483062,-276.13406412749
146,3363.6465309979,-263.16133009862
147,3220.94637884388,-296.519808091988
148,3296.92957501117,-239.069092285801
149,3298.78282749507,-179.765135115201
150,3259.86460316948,-190.884627779657
151,3213.53338002775,-294.666555608081
152,3378.47251751068,-140.846910789605
153,3289.51657619503,-253.895078798578
154,3265.42434950171,-179.765135115201
155,3293.22308116285,-177.911882631294
156,3219.09312635998,-277.987316611397
157,3354.38029081735,-270.574317795262
158,3296.92957501117,-257.601583766392
159,3315.46206649176,-164.939137482931
160,3310.73628210936,-298.311280674651
161,3310.73628210936,-298.311280674651
162,3381.77748647889,-169.973799132558
163,3285.81008234671,-161.23264363461
164,3342.64304361843,-216.768327055646
165,3363.6465309979,-174.205388782973
166,3306.78267977556,-262.203819465791
167,3304.3425738273,-287.253556791946
168,3352.52703833345,-198.297615476299
169,3339.55429318508,-203.857361808527
170,3230.21261902443,-283.547062943625
171,3337.70105182067,-177.911882631294
172,3352.52703833345,-157.526149786289
173,3341.40754566899,-177.911882631294
174,3257.27004746811,-193.44828241091
175,3337.70105182067,-216.83010695689
176,3224.6528726922,-266.867823946941
177,3350.67378584954,-185.324881447429
178,3378.47251751068,-124.167671792921
179,3374.76602366236,-183.471628963522
180,3359.94003714958,-155.672897302382
181,3363.6465309979,-168.645642450745
182,3213.44072129537,-283.145526944019
183,3309.84054025829,-229.957290738869
184,3295.84851569534,-304.056344471624
185,3293.22308116285,-307.639300756443
186,3372.91277117845,-159.379391150703
187,3300.63606885949,-307.639300756443
188,3300.63606885949,-292.813303124174
189,3321.02181282399,-176.058630147387
190,3217.23987387607,-279.840569095304
191,3227.77251307617,-285.709181575272
192,3352.52703833345,-181.618376479615
193,3321.02181282399,-246.482091101936
194,3302.48932134339,-252.041837434164
195,3363.6465309979,-200.150867960206
196,3300.63606885949,-307.639300756443
197,3356.23353218177,-183.471628963522
198,3293.22308116285,-307.639300756443
199,3308.04906767562,-150.113150970154
200,3358.08678466567,-166.792389966838
201,3261.71784453389,-200.150867960206
202,3382.17902247849,-170.498883815159
203,3228.35936654052,-259.454825130806
204,3306.78267977556,-262.203819465791
205,3298.78282749507,-261.308077614713
206,3343.2607981529,-172.352136299066
207,3289.51657619503,-198.297615476299
208,3363.6465309979,-177.911882631294
209,3261.71784453389,-211.270360624662
210,3322.84417535727,-270.141891845034
211,3328.43480052063,-196.444374111885
212,3295.07632252726,-218.683359440796
213,3369.20627733013,-231.656093469666
214,3369.20627733013,-231.656093469666
215,3345.11403951731,-198.297615476299
216,3326.58155915621,-198.297615476299
217,3287.66333483062,-276.13406412749
218,3315.46206649176,-255.748331282485
219,3220.94637884388,-279.840569095304
220,3354.38029081735,-207.56386677634
221,3217.23987387607,-268.721076430848
222,3278.39708353058,-309.492542120858
223,3345.11403951731,-205.710614292434
224,3291.36982867894,-216.83010695689
225,3307.12244699342,-287.469775326806
226,3263.5710970178,-211.270360624662
227,3313.60881400785,-172.352136299066
228,3345.11403951731,-205.710614292434
229,3352.52703833345,-255.748331282485
230,3296.92957501117,-200.150867960206
231,3308.04906767562,-183.471628963522
232,3361.793278514,-190.884627779657
233,3254.30485683725,-189.03137529575
234,3319.16856034008,-172.352136299066
235,3359.94003714958,-174.205388782973
236,3317.34619780679,-289.477455324837
237,3379.76979536136,-130.314271589501
238,3354.38029081735,-218.683359440796
239,3322.8750541884,-268.721076430848
240,3293.22308116285,-213.123613108568
241,3354.38029081735,-255.748331282485
242,3289.51657619503,-250.188584950257
243,3308.04906767562,-281.693810459718
244,3308.04906767562,-281.693810459718
245,3258.93797136778,-197.865189526071
246,3365.49978348181,-192.737869144071
247,3222.7996202083,-265.014571463034
248,3335.84779933676,-192.737869144071
249,3335.84779933676,-200.150867960206
250,3298.78282749507,-276.13406412749
251,3359.94003714958,-181.618376479615
252,3358.08678466567,-190.884627779657
253,3304.3425738273,-181.618376479615
254,3232.06587150834,-289.106809275853
255,3309.90232015953,-252.041837434164
256,3309.90232015953,-292.813303124174
257,3353.45365901565,-152.46059818604
258,3322.25731077343,-260.721213030868
259,3300.63606885949,-270.574317795262
260,3326.58155915621,-205.710614292434
261,3233.91911287275,-265.014571463034
262,3233.91911287275,-265.014571463034
263,3209.82688617943,-281.693810459718
264,3246.89185802112,-253.895078798578
265,3218.01206704415,-282.404223726557
266,3218.01206704415,-282.404223726557
267,3322.8750541884,-265.014571463034
268,3358.08678466567,-179.765135115201
269,3258.50554541755,-180.228439896558
270,3313.60881400785,-257.601583766392
271,3296.92957501117,-192.737869144071
272,3330.28805300453,-181.618376479615
273,3278.39708353058,-185.324881447429
274,3356.23353218177,-194.591121627978
275,3356.23353218177,-250.188584950257
276,3315.46206649176,-235.36259843748
277,3220.94637884388,-272.427570279169
278,3324.72830667231,-183.471628963522
279,3304.3425738273,-261.308077614713
280,3378.47251751068,-126.020913157336
281,3348.01746136642,-189.371142513605
282,3309.90232015953,-292.813303124174
283,3300.63606885949,-176.058630147387
284,3282.10358849839,-277.987316611397
285,3286.39694693055,-251.949167582298
286,3318.272818489,-227.393624988123
287,3318.272818489,-227.393624988123
288,3319.16856034008,-153.819644818475
289,3293.22308116285,-203.857361808527
290,3332.14130548844,-166.792389966838
291,3209.82688617943,-279.840569095304
292,3265.42434950171,-211.270360624662
293,3337.70105182067,-166.792389966838
294,3215.38663251165,-285.400315427532
295,3241.33211168889,-255.748331282485
296,3354.38029081735,-261.308077614713
297,3215.38663251165,-277.987316611397
298,3306.19581519172,-172.352136299066
299,3345.11403951731,-220.536600805211
300,3382.51877857685,-199.131577426133
301,3285.81008234671,-192.737869144071
302,3285.4085463471,-207.285879459729
303,3311.75556152394,-183.471628963522
304,3317.31530785617,-181.618376479615
305,3361.793278514,-172.352136299066
306,3346.96729200122,-155.672897302382
307,3243.18536417279,-253.895078798578
308,3283.9568298628,-207.56386677634
309,3300.63606885949,-177.911882631294
310,3302.48932134339,-302.079554424215
311,3371.58461449664,-148.198129704496
312,3217.23987387607,-274.280822763076
313,3219.09312635998,-285.400315427532
314,3376.61927614626,-142.700152154019
315,3282.10358849839,-300.226301940309
316,3343.2607981529,-170.498883815159
317,3352.52703833345,-187.178122811843
318,3308.04906767562,-281.693810459718
319,3348.82054448513,-227.949599621345
320,3283.9568298628,-190.884627779657
321,3356.23353218177,-209.417108140755
322,3287.66333483062,-279.840569095304
323,3226.50612517611,-261.308077614713
324,3230.21261902443,-270.574317795262
325,3324.72830667231,-187.178122811843
326,3344.40362625047,-169.726701766569
327,3365.0982474822,-192.552551679325
328,3296.92957501117,-250.188584950257
329,3302.48932134339,-174.205388782973
330,3304.3425738273,-168.645642450745
331,3302.48932134339,-174.205388782973
332,3367.35302484622,-168.645642450745
333,3328.43480052063,-266.867823946941
334,3220.94637884388,-292.813303124174
335,3213.53338002775,-274.280822763076
336,3282.10358849839,-200.150867960206
337,3319.07590160771,-278.018206562019
338,3308.04906767562,-202.004120444113
339,3254.30485683725,-259.454825130806
340,3330.56604032115,-233.818223220807
341,3365.49978348181,-179.765135115201
342,3276.54384216616,-263.16133009862
343,3293.22308116285,-203.857361808527
344,3311.75556152394,-176.058630147387
345,3369.20627733013,-131.580659489564
346,3259.86460316948,-179.765135115201
347,3267.27759086612,-179.765135115201
348,3306.19581519172,-296.519808091988
349,3235.77236535666,-261.308077614713
350,3226.50612517611,-279.840569095304
351,3356.23353218177,-252.041837434164
352,3300.63606885949,-235.36259843748
353,3306.19581519172,-255.748331282485
354,3339.55429318508,-222.389853289117
355,3241.33211168889,-265.014571463034
356,3304.3425738273,-294.666555608081
357,3280.25033601448,-305.786048272537
358,3371.05952981404,-159.379391150703
359,3326.58155915621,-194.591121627978
360,3322.8750541884,-172.352136299066
361,3287.66333483062,-276.13406412749
362,3378.47251751068,-140.846910789605
363,3352.52703833345,-157.526149786289
364,3350.67378584954,-185.324881447429
365,3378.47251751068,-124.167671792921
366,3295.84851569534,-304.056344471624
367,3359.94003714958,-174.205388782973
368,3379.76979536136,-130.314271589501
369,3337.70105182067,-207.56386677634
370,3308.04906767562,-281.693810459718
371,3353.45365901565,-152.46059818604
372,3346.96729200122,-155.672897302382
373,3371.58461449664,-148.198129704496
374,3319.07590160771,-278.018206562019
375,3332.14130548844,-177.911882631294
376,3259.86460316948,-279.840569095304
377,3269.13084335003,-311.345794604764
378,3384.46468979313,-120.337618142113
379,3285.81008234671,-272.427570279169
380,3346.96729200122,-244.628838618029
381,3297.3620009614,-293.770813757003
382,3340.11026781831,-218.374482173563
383,3328.46569047125,-189.402021344734
384,3354.38029081735,-211.270360624662
385,3330.28805300453,-176.058630147387
386,3359.94003714958,-163.085896118517
387,3356.23353218177,-170.498883815159
388,3337.70105182067,-207.56386677634
389,3356.23353218177,-176.058630147387
390,3280.25033601448,-287.253556791946
391,3359.94003714958,-144.553404637926
392,3330.28805300453,-168.645642450745
393,3372.91277117845,-218.683359440796
394,3270.98409583393,-296.519808091988
395,3267.27759086612,-281.693810459718
396,3348.82054448513,-161.23264363461
397,3330.28805300453,-189.03137529575
398,3272.83733719835,-181.618376479615
399,3267.27759086612,-177.911882631294
400,3291.36982867894,-211.270360624662
401,3359.94003714958,-252.041837434164
402,3352.52703833345,-263.16133009862
403,3296.92957501117,-248.33533246635
404,3296.92957501117,-205.710614292434
405,3306.01049772697,-280.859848509884
406,3287.66333483062,-246.482091101936
407,3348.88231326688,-245.895226518091
408,3333.99454685285,-233.509345953573
409,3300.63606885949,-159.379391150703
410,3326.58155915621,-259.454825130806
411,3341.40754566899,-203.857361808527
412,3332.14130548844,-177.911882631294
413,3282.10358849839,-253.895078798578
414,3261.71784453389,-176.058630147387
415,3319.16856034008,-252.041837434164
416,3285.81008234671,-172.352136299066
417,3263.5710970178,-209.417108140755
418,3300.23453285988,-279.655240511065
419,3369.20627733013,-192.737869144071
420,3295.07632252726,-296.519808091988
421,3282.10358849839,-209.417108140755
422,3261.71784453389,-189.03137529575
423,3359.94003714958,-252.041837434164
424,3317.31530785617,-303.93279578863
425,3246.89185802112,-255.748331282485
426,3246.89185802112,-255.748331282485
427,3352.52703833345,-265.014571463034
428,3346.96729200122,-161.23264363461
429,3270.98409583393,-228.412915522195
430,3374.76602366236,-176.058630147387
431,3310.85983079236,-269.493258479438
432,3295.07632252726,-207.56386677634
433,3259.86460316948,-279.840569095304
434,3269.13084335003,-179.765135115201
435,3363.6465309979,-214.976854472983
436,3269.13084335003,-311.345794604764
437,3293.22308116285,-181.618376479615
438,3384.46468979313,-120.337618142113
439,3215.38663251165,-278.419742561625
440,3361.42263246501,-140.599802304123
441,3361.42263246501,-140.599802304123
442,3311.75556152394,-298.373049456402
443,3285.81008234671,-272.427570279169
444,3346.96729200122,-244.628838618029
445,3324.72830667231,-187.178122811843
446,3345.70090410116,-160.614889100144
447,3276.54384216616,-274.280822763076
448,3272.83733719835,-289.106809275853
449,3297.3620009614,-293.770813757003
450,3272.83733719835,-194.591121627978
451,3276.54384216616,-209.417108140755
452,3282.10358849839,-300.226301940309
453,3345.11403951731,-203.857361808527
454,3350.67378584954,-266.867823946941
455,3356.23353218177,-192.737869144071
456,3380.32576999459,-159.379391150703
457,3296.92957501117,-200.150867960206
458,3302.48932134339,-303.93279578863
459,3343.2607981529,-194.591121627978
460,3328.49658042187,-164.136065483719
461,3321.02181282399,-177.911882631294
462,3369.20627733013,-189.03137529575
463,3276.11141621593,-296.797795408599
464,3276.54384216616,-290.96006175976
465,3362.38014309784,-210.899714575677
466,3306.19581519172,-229.802852105252
467,3363.6465309979,-181.618376479615
468,3217.23987387607,-281.693810459718
469,3339.55429318508,-194.591121627978
470,3296.92957501117,-170.498883815159
471,3291.36982867894,-216.83010695689
472,3295.07632252726,-190.884627779657
473,3215.38663251165,-292.813303124174
474,3239.81862642284,-257.045609133169
475,3322.8750541884,-189.03137529575
476,3258.01135068557,-192.737869144071
477,3328.49658042187,-164.136065483719
478,3337.70105182067,-194.591121627978
479,3317.31530785617,-257.601583766392
480,3315.46206649176,-183.471628963522
481,3267.27759086612,-203.857361808527
482,3293.22308116285,-248.33533246635
483,3358.08678466567,-159.379391150703
484,3313.60881400785,-153.819644818475
485,3293.22308116285,-190.884627779657
486,3263.5710970178,-174.205388782973
487,3280.25033601448,-185.324881447429
488,3311.75556152394,-172.352136299066
489,3311.75556152394,-172.352136299066
490,3258.01135068557,-190.884627779657
491,3291.36982867894,-161.23264363461
492,3293.22308116285,-160.861997585626
493,3287.66333483062,-161.23264363461
494,3348.82054448513,-244.628838618029
495,3348.82054448513,-244.628838618029
496,3285.81008234671,-196.444374111885
497,3333.99454685285,-181.618376479615
498,3372.91277117845,-194.591121627978
499,3380.32576999459,-122.314419309015
500,3245.03860553721,-250.188584950257
501,3324.72830667231,-290.96006175976
502,3352.52703833345,-174.205388782973
503,3376.61927614626,-122.314419309015
504,3258.01135068557,-202.004120444113
505,3301.93334671017,-304.118124372868
506,3287.66333483062,-170.498883815159
507,3396.7888015759,-230.791252688703
508,3285.81008234671,-255.748331282485
509,3287.66333483062,-253.895078798578
510,3352.52703833345,-216.83010695689
511,3299.77122807852,-174.514254930713
512,3330.28805300453,-255.748331282485
513,3340.11026781831,-218.374482173563
514,3342.58127483668,-217.231642956496
515,3342.58127483668,-217.231642956496
516,3307.21510572579,-152.337049503045
517,3263.54020706718,-228.567354155812
518,3395.61507240821,-241.076783403325
519,3339.55429318508,-233.509345953573
520,3395.61507240821,-241.076783403325
521,3369.20627733013,-153.819644818475
522,3311.75556152394,-263.16133009862
523,3301.93334671017,-304.118124372868
524,3232.06587150834,-276.13406412749
525,3232.06587150834,-276.13406412749
526,3224.6528726922,-292.813303124174
527,3322.8750541884,-218.683359440796
528,3296.92957501117,-301.801567107604
529,3341.03689962001,-175.90419151377
530,3348.82054448513,-214.976854472983
531,3274.69058968225,-263.16133009862
532,3380.32576999459,-131.580659489564
533,3391.44526265904,-244.628838618029
534,3365.49978348181,-252.041837434164
535,3319.16856034008,-211.115921991045
536,3343.2607981529,-237.215839801894
537,3328.46569047125,-189.402021344734
538,3356.23353218177,-203.857361808527
539,3293.22308116285,-246.482091101936
540,3345.11403951731,-214.976854472983
541,3265.42434950171,-203.857361808527
542,3282.10358849839,-276.13406412749
543,3363.6465309979,-261.308077614713
544,3363.6465309979,-248.33533246635
545,3280.25033601448,-183.471628963522
546,3339.55429318508,-196.444374111885
547,3317.31530785617,-181.618376479615
548,3295.57052837873,-290.558525760153
549,3291.86402341092,-270.481659062889
550,3354.38029081735,-211.270360624662
551,3332.14130548844,-192.737869144071
552,3326.58155915621,-185.324881447429
553,3357.1910428146,-199.718442009978
554,3346.22598878376,-239.810395503263
555,3267.27759086612,-181.618376479615
556,3339.55429318508,-198.297615476299
557,3352.92857433305,-219.239334074019
558,3293.22308116285,-211.270360624662
559,3259.86460316948,-192.737869144071
560,3363.6465309979,-142.700152154019
561,3263.63287691904,-188.444510711905
562,3341.40754566899,-159.379391150703
563,3226.50612517611,-292.813303124174
564,3361.793278514,-179.765135115201
565,3228.63735385714,-280.550982362143
566,3330.28805300453,-176.058630147387
567,3345.11403951731,-224.243105773024
568,3367.35302484622,-163.085896118517
569,3359.94003714958,-163.085896118517
570,3382.17902247849,-118.607925460694
571,3321.02181282399,-270.574317795262
572,3250.59835186944,-253.895078798578
573,3358.08678466567,-252.041837434164
574,3374.76602366236,-153.819644818475
575,3374.76602366236,-155.672897302382
576,3283.9568298628,-174.205388782973
577,3319.16856034008,-157.526149786289
578,3215.38663251165,-268.721076430848
579,3298.78282749507,-244.628838618029
580,3359.94003714958,-218.683359440796
581,3220.94637884388,-285.400315427532
582,3350.67378584954,-166.792389966838
583,3256.15809820166,-189.03137529575
584,3371.05952981404,-164.939137482931
585,3296.92957501117,-189.03137529575
586,3371.05952981404,-153.819644818475
587,3285.34676644586,-194.6220115786
588,3396.85057035765,-224.304874554775
589,3356.23353218177,-170.498883815159
590,3302.48932134339,-229.802852105252
591,3374.76602366236,-179.765135115201
592,3371.05952981404,-176.058630147387
593,3304.3425738273,-176.058630147387
594,3330.28805300453,-240.922344769708
595,3337.70105182067,-207.56386677634
596,3369.20627733013,-207.56386677634
597,3237.62561784057,-259.454825130806
598,3348.82054448513,-268.721076430848
599,3285.81008234671,-272.427570279169
600,3245.03860553721,-270.574317795262
601,3324.72830667231,-164.939137482931
602,3283.9568298628,-192.737869144071
603,3253.93419966877,-189.124034028123
604,3378.47251751068,-194.591121627978
605,3228.35936654052,-302.079554424215
606,3311.75556152394,-176.058630147387
607,3313.60881400785,-168.645642450745
608,3259.86460316948,-198.297615476299
609,3367.47657352922,-178.066321264911
610,3328.43480052063,-207.56386677634
611,3378.47251751068,-187.178122811843
612,3362.38014309784,-210.899714575677
613,3313.60881400785,-266.867823946941
614,3322.8750541884,-194.591121627978
615,3311.75556152394,-179.765135115201
616,3326.58155915621,-176.058630147387
617,3241.33211168889,-257.601583766392
618,3306.19581519172,-229.802852105252
619,3313.60881400785,-185.324881447429
620,3350.67378584954,-155.672897302382
621,3289.51657619503,-200.150867960206
622,3329.42320110408,-177.325018047449
623,3308.04906767562,-155.672897302382
624,3308.79037089308,-230.667692886216
625,3328.43480052063,-177.911882631294
626,3222.7996202083,-287.253556791946
627,3348.82054448513,-198.297615476299
628,3327.8788258874,-188.815167880382
629,3313.60881400785,-181.618376479615
630,3222.7996202083,-298.373049456402
631,3322.8750541884,-198.297615476299
632,3358.08678466567,-211.270360624662
633,3356.23353218177,-176.058630147387
634,3308.04906767562,-265.014571463034
635,3282.10358849839,-289.106809275853
636,3280.25033601448,-287.253556791946
637,3324.72830667231,-268.721076430848
638,3313.60881400785,-289.106809275853
639,3298.78282749507,-189.03137529575
640,3213.53338002775,-289.106809275853
641,3254.30485683725,-187.178122811843
642,3345.11403951731,-205.710614292434
643,3287.75599356299,-274.527920129065
644,3343.2607981529,-220.536600805211
645,3291.36982867894,-163.085896118517
646,3224.6528726922,-274.280822763076
647,3226.50612517611,-272.427570279169
648,3259.86460316948,-194.591121627978
649,3302.48932134339,-164.939137482931
650,3220.94637884388,-274.280822763076
651,3295.07632252726,-205.710614292434
652,3213.53338002775,-279.840569095304
653,3321.1762514576,-175.193789366424
654,3359.94003714958,-144.553404637926
655,3330.28805300453,-240.922344769708
656,3376.61927614626,-133.43391197347
657,3350.67378584954,-157.526149786289
658,3362.47280183021,-175.317338049419
659,3362.47280183021,-175.317338049419
660,3287.26179883101,-178.869393264123
661,3299.09169364281,-183.934944864372
662,3319.16856034008,-265.014571463034
663,3309.90232015953,-305.786048272537
664,3322.8750541884,-185.324881447429
665,3330.28805300453,-168.645642450745
666,3296.92957501117,-159.379391150703
667,3274.69058968225,-183.471628963522
668,3346.96729200122,-205.710614292434
669,3219.09312635998,-289.106809275853
670,3362.44192299908,-245.277471983625
671,3356.23353218177,-190.884627779657
672,3356.23353218177,-190.884627779657
673,3378.47251751068,-148.259898486247
674,3317.31530785617,-183.471628963522
675,3308.04906767562,-172.352136299066
676,3287.66333483062,-190.884627779657
677,3298.78282749507,-166.792389966838
678,3374.76602366236,-146.406657121833
679,3346.96729200122,-166.792389966838
680,3213.53338002775,-283.547062943625
681,3282.10358849839,-276.13406412749
682,3363.6465309979,-213.123613108568
683,3358.08678466567,-205.710614292434
684,3350.67378584954,-200.150867960206
685,3362.41103304846,-171.981490250082
686,3269.13084335003,-181.618376479615
687,3302.48932134339,-161.23264363461
688,3226.50612517611,-290.96006175976
689,3295.07632252726,-189.03137529575
690,3311.75556152394,-187.178122811843
691,3300.63606885949,-183.471628963522
692,3309.90232015953,-263.16133009862
693,3372.91277117845,-218.683359440796
694,3270.98409583393,-296.519808091988
695,3295.32343101274,-183.409849062278
696,3225.14706742418,-266.064751947729
697,3226.50612517611,-263.16133009862
698,3228.35936654052,-268.721076430848
699,3267.27759086612,-281.693810459718
700,3296.92957501117,-164.939137482931
701,3300.63606885949,-253.895078798578
702,3319.16856034008,-266.867823946941
703,3348.82054448513,-161.23264363461
704,3254.15041820363,-252.165386117159
705,3248.74511050502,-253.895078798578
706,3283.9568298628,-253.895078798578
707,3280.25033601448,-265.014571463034
708,3332.14130548844,-266.867823946941
709,3211.68012754384,-281.693810459718
710,3234.72219599146,-264.057060830205
711,3217.23987387607,-283.547062943625
712,3308.26527509099,-292.226449659822
713,3213.16273397876,-276.13406412749
714,3226.50612517611,-257.601583766392
715,3301.25382339395,-175.533545464786
716,3313.70147274022,-284.164817478091
717,3282.10358849839,-255.748331282485
718,3213.53338002775,-281.693810459718
719,3263.5710970178,-302.079554424215
720,3330.1027244203,-188.413620761283
721,3341.40754566899,-235.36259843748
722,3348.82054448513,-177.911882631294
723,3369.2989360625,-137.171295772413
724,3348.82054448513,-153.819644818475
725,3363.6465309979,-198.297615476299
726,3313.51615527548,-246.883627101542
727,3289.51657619503,-181.618376479615
728,3285.81008234671,-189.03137529575
729,3296.92957501117,-176.058630147387
730,3331.92508695358,-206.451917509895
731,3312.80574200864,-282.651321092547
732,3369.20627733013,-144.553404637926
733,3311.75556152394,-255.748331282485
734,3365.49978348181,-205.710614292434
735,3304.3425738273,-276.13406412749
736,3226.72233259148,-291.361597759366
737,3309.90232015953,-296.519808091988
738,3335.84779933676,-183.471628963522
739,3295.07632252726,-281.693810459718
740,3321.02181282399,-300.226301940309
741,3308.04906767562,-168.645642450745
742,3226.50612517611,-296.519808091988
743,3232.06587150834,-270.574317795262
744,3311.75556152394,-252.041837434164
745,3226.50612517611,-276.13406412749
746,3371.05952981404,-177.911882631294
747,3369.20627733013,-148.259898486247
748,3254.30485683725,-189.03137529575
749,3280.25033601448,-183.471628963522
750,3321.02181282399,-194.591121627978
751,3265.42434950171,-179.765135115201
752,3263.5710970178,-189.03137529575
753,3283.9568298628,-177.911882631294
754,3328.43480052063,-205.710614292434
755,3259.86460316948,-181.618376479615
756,3219.18578509235,-276.844477394329
757,3358.08678466567,-196.444374111885
758,3308.04906767562,-183.471628963522
759,3217.23987387607,-270.574317795262
760,3230.21261902443,-276.13406412749
761,3302.48932134339,-261.308077614713
762,3217.23987387607,-285.400315427532
763,3317.31530785617,-270.574317795262
764,3378.47251751068,-150.113150970154
765,3315.46206649176,-166.792389966838
766,3330.28805300453,-207.56386677634
767,3332.14130548844,-211.270360624662
768,3289.51657619503,-196.444374111885
769,3355.27602154894,-192.367223095087
770,3369.20627733013,-142.700152154019
771,3304.3425738273,-157.526149786289
772,3295.07632252726,-205.710614292434
773,3298.78282749507,-190.884627779657
774,3287.66333483062,-200.150867960206
775,3326.58155915621,-202.004120444113
776,3348.82054448513,-163.085896118517
777,3320.34228950777,-192.21278446147
