n,x,y
95,5713.56597704641,2833.61737695234
96,5712.48491773059,2834.42046007105
97,5715.45011948094,2834.60577753579
98,5653.89137382683,2834.91465480302
99,5667.08032639056,2834.91465480302
100,5724.90168824573,2835.19264211964
101,5668.77914024085,2835.56328816862
102,5697.87513863318,2836.64435860394
103,5704.79393159784,2839.02268465095
104,5668.40848307237,2839.17712328457
105,5716.34585021252,2839.79487781904
106,5714.02929294726,2840.56705986763
107,5718.97128474502,2840.99948581785
108,5719.12572337864,2841.03037576848
109,5688.57800850201,2842.17321498554
110,5724.83990834448,2842.91450708351
111,5666.36991312372,2842.97628698476
112,5725.02523692872,2843.77935898397
113,5687.7749365028,2844.98397810228
114,5681.19589963649,2847.64029146591
115,5723.78973897928,2847.73296131777
116,5721.47317059453,2849.09200795021
117,5720.97897586255,2851.68655253208
118,5712.33047909697,2852.14986843293
119,5690.33859113405,2854.03399974797
120,5727.18735556037,2855.9181421825
121,5723.07932571244,2856.19612949911
122,5699.94459853245,2857.27718881493
123,5735.95940100894,2857.80227349753
124,5736.73159417702,2858.63623544737
125,5676.50100520472,2859.56286724907
126,5677.36585710518,2859.65552598144
127,5671.40457477335,2860.27328051591
128,5731.82048121039,2861.5705472471
129,5720.88631713017,2863.39290978038
130,5662.1383234733,2863.48556851275
131,5714.95591362947,2864.19598177959
132,5673.13426745476,2864.96817494768
133,5724.68546971087,2865.74035699627
134,5673.50492462324,2866.14189299587
135,5720.94808591192,2866.51255016435
136,5716.46939889552,2868.08780421215
137,5677.67473437241,2869.75572811182
138,5685.76724538527,2870.68235991352
139,5687.89848518579,2871.45454196211
140,5675.82148188851,2871.79430917997
141,5698.21490585103,2872.13406527833
142,5678.9720011036,2872.53560127794
143,5722.67778971284,2873.18424576302
144,5693.828877567,2874.14175639585
145,5674.64775272082,2874.38885376184
146,5680.20749905304,2875.1301569793
147,5704.17618818287,2875.22281571168
148,5720.02146522972,2875.22281571168
149,5678.35425768863,2876.24210624575
150,5693.79799873587,2876.36565492874
151,5710.38456788069,2876.8289597101
152,5699.66661121584,2876.89073961135
153,5695.55858136791,2877.81736029355
154,5691.54321025236,2878.06446877903
155,5713.90574426427,2878.62044341226
156,5670.9412588725,2879.94860009407
157,5693.36557278565,2880.41191599492
158,5708.46954661503,2883.09911930917
159,5705.78233218129,2884.11840984324
160,5721.68938912939,2884.92148184245
161,5678.35425768863,2885.5083464263
162,5709.82859324747,2885.69367501054
163,5679.31176832146,2886.37319832675
164,5681.99897163571,2886.43496710851
165,5702.44648438196,2887.36159891021
166,5715.41922953032,2889.21484027462
167,5707.41937724983,2889.24573022524
168,5703.6819823314,2891.09898270915
169,5680.23838900367,2892.02560339136
170,5708.00623071418,2892.92134524243
171,5711.74361451313,2893.47731987566
172,5683.91400402086,2894.77458660685
173,5689.47375035309,2894.77458660685
174,5689.16487308585,2894.80547655747
175,5693.21113415203,2894.80547655747
176,5677.27318725331,2896.50429040776
177,5698.73999053364,2896.62783909076
178,5704.02174954925,2896.65872904138
179,5686.04523270188,2896.689618992
180,5706.09120944853,2897.18381372398
181,5699.69750116646,2898.54286035641
182,5680.23838900367,2899.37682230625
183,5689.50462918422,2899.59304084111
184,5695.65124010029,2899.65480962286
185,5711.15676104878,2899.74747947472
186,5687.31162060195,2900.3652228897
187,5688.85599581862,2902.15669547236
188,5698.15312594979,2903.08332727406
189,5695.03349668531,2904.04083790689
190,5689.7517376697,2904.81301995548
191,5695.71302000153,2904.81301995548
192,5695.03349668531,2905.8940792713
193,5704.29973686586,2905.8940792713
194,5682.95649338803,2907.77822170583
