n,x,y
59,643.355309371145,5553.53795253011
60,682.427972330357,5521.75472858455
61,686.474233396534,5551.59204131383
62,699.138101277663,5510.26458987111
63,699.04544254529,5536.27184894958
64,700.52803786072,5539.36059938293
65,681.254254282161,5558.10929827889
66,681.254254282161,5558.10929827889
67,656.760480469736,5541.58449791582
68,667.169559867352,5537.84711411688
69,690.396945779715,5552.51866199604
70,653.146645353788,5505.3843668551
71,665.192758700451,5534.14060914907
72,672.358660150596,5568.14773162752
73,683.354604132057,5559.93166081218
74,667.200449817974,5573.21327210828
75,698.087931912461,5518.44977073583
76,668.31239908442,5528.36465540147
77,668.31239908442,5528.36465540147
78,654.16593588786,5566.91222255859
79,667.200449817974,5573.21327210828
80,653.609961254638,5564.87365260994
81,654.16593588786,5566.91222255859
82,698.365919229072,5512.02517250315
83,651.694928869487,5555.32942511278
84,643.077322054534,5550.48009204739
85,643.077322054534,5550.48009204739
86,685.362284130088,5548.00908502901
87,715.354024373497,5526.38785423457
88,671.864454299124,5501.46165447192
89,644.498148588213,5554.24836579695
90,687.555292712357,5548.34885224687
91,666.675365135373,5549.89322746354
92,691.817772313394,5511.0367719197
93,642.70667600555,5548.96660678134
94,642.70667600555,5548.96660678134
95,675.323850781456,5517.55404000425
96,685.825600030938,5556.10160716137
97,685.825600030938,5556.10160716137
98,662.505555386202,5568.51837767651
99,680.945377014927,5523.82418848382
100,658.304855686409,5525.95542828434
101,720.357796072502,5538.77373479909
102,658.181307003415,5522.0944958024
103,691.261797680171,5544.92034571516
104,670.443627765446,5508.19512997183
105,686.288904812295,5540.84319469836
106,652.343573354575,5539.36059938293
107,707.693928191373,5511.12944177156
108,663.493944850161,5513.19890167084
109,647.895776288793,5555.85450979538
110,647.895776288793,5555.85450979538
111,660.559644169923,5506.99052197301
112,663.524834800782,5526.51140291756
113,678.783247263787,5518.38800195408
114,663.524834800782,5526.51140291756
115,670.134761617705,5560.92006139563
116,663.524834800782,5526.51140291756
117,678.783247263787,5518.38800195408
118,693.794562360803,5519.93236605126
119,661.48626485213,5561.75402334546
120,687.987718662585,5543.40686044911
121,681.995546380129,5528.24110671848
122,650.984515602648,5540.90497459961
123,650.984515602648,5540.90497459961
124,659.107927685622,5528.92063003469
125,706.859966241538,5505.44614675634
126,706.859966241538,5505.44614675634
127,664.049919483383,5531.51517461657
128,691.261797680171,5528.24110671848
129,697.037751427767,5517.55404000425
130,684.868089398109,5537.26024953304
131,695.956692111943,5515.91699493571
132,662.320226801964,5513.32245035383
133,686.1653561293,5531.2989672012
134,677.424200631352,5528.48820408446
135,661.609813535125,5524.53460175066
136,669.980322984088,5579.9467476082
137,674.242791465632,5552.30245458067
138,651.324282820503,5558.69616286274
139,673.717706783031,5512.85913445298
140,673.717706783031,5512.85913445298
141,651.324282820503,5558.69616286274
142,681.995546380129,5528.24110671848
143,650.737418236658,5560.889171445
144,668.590386401031,5504.8592821725
145,678.134613898192,5540.90497459961
146,702.319510443383,5514.15641230367
147,702.319510443383,5514.15641230367
148,707.848366824989,5500.99834969056
149,707.261513360637,5534.72747373291
150,672.142441615736,5547.91642629664
151,664.482345433611,5536.64249499857
152,695.40071747872,5537.97066279987
153,659.262366319238,5509.49240782252
154,666.891572550741,5570.80404499115
155,659.262366319238,5509.49240782252
156,691.508895046161,5516.75095688554
157,652.775999304803,5525.86276955197
158,665.656074601301,5529.41482476667
159,652.775999304803,5525.86276955197
160,664.451466602482,5568.6419263595
161,670.845174884544,5499.79373057225
162,670.845174884544,5499.79373057225
163,658.799050418389,5554.8352192613
164,677.85662658158,5536.0247515836
165,723.230339090482,5537.26024953304
166,677.85662658158,5536.0247515836
167,700.836915127953,5522.2180444854
168,667.416657233342,5525.49211238349
169,647.33980165557,5536.88959236456
170,647.33980165557,5536.88959236456
171,700.836915127953,5522.2180444854
172,641.965372788088,5544.95122454629
173,641.965372788088,5544.95122454629
174,638.567756207,5541.36827938096
175,679.153904432264,5517.80113737024
176,679.895196530233,5531.02097988459
177,702.443059126378,5509.58506655489
178,651.200734137508,5509.30707923828
179,702.443059126378,5509.58506655489
180,683.848798864036,5508.84376333743
181,698.860113961052,5511.68541640479
182,698.860113961052,5511.68541640479
183,671.03049234929,5512.45759845338
184,698.860113961052,5511.68541640479
185,681.74844901414,5563.82348324474
186,676.466689998523,5565.95471192576
187,650.181443603435,5507.60826538799
188,699.323429861902,5524.44194301829
189,667.416657233342,5525.49211238349
190,659.972779586078,5535.25255841551
191,649.471030336596,5509.30707923828
192,662.443775484959,5532.13292915104
193,702.690156492367,5530.18701793476
194,668.497716549166,5550.51097087852
195,656.204505836513,5543.09798318187
196,664.451466602482,5568.6419263595
197,671.339369616523,5566.17093046062
198,696.11113074556,5531.57695451781
199,707.971915507984,5509.15264060466
200,706.273112777186,5502.8824810056
201,696.945092695394,5545.13655313053
202,662.042239485353,5537.19846963179
203,659.169707586866,5534.57303509929
204,655.030776668824,5533.67730436771
205,655.030776668824,5533.67730436771
206,655.030776668824,5533.67730436771
207,651.694928869487,5555.32942511278
208,702.381290344627,5507.85536275398
209,668.157960450803,5511.09855182094
210,676.404921216772,5531.91671061617
211,676.404921216772,5531.91671061617
212,668.157960450803,5511.09855182094
213,693.145928995207,5521.60028995093
214,693.145928995207,5521.60028995093
215,649.934346237446,5540.93585343073
216,683.076616815446,5555.39119389453
217,685.702051347943,5517.12161405402
218,680.543841015321,5528.33376545085
219,680.543841015321,5528.33376545085
220,660.405205536306,5537.69267548326
221,711.740189257549,5523.42265248422
222,711.740189257549,5523.42265248422
223,670.443627765446,5508.19512997183
224,651.694928869487,5555.32942511278
225,659.910999684834,5536.51894631557
226,679.308343065881,5534.20238905031
227,679.308343065881,5534.20238905031
228,667.200449817974,5509.64683533664
229,668.621276351653,5559.12857769347
230,677.331541898979,5561.16715876162
231,667.169559867352,5550.48009204739
232,667.169559867352,5550.48009204739
233,681.995546380129,5517.12161405402
234,667.169559867352,5550.48009204739
235,679.308343065881,5534.20238905031
236,645.980743903643,5535.25255841551
237,653.887948571249,5510.63523592009
238,653.887948571249,5510.63523592009
239,641.131410838254,5538.80462474971
240,681.594010380523,5506.86696217053
241,668.034411767808,5571.6688968916
242,716.249766224575,5535.15989968314
243,656.544261934876,5535.71587431636
244,667.200449817974,5521.63117990155
245,703.894775610679,5522.86667785099
246,702.257741661632,5523.73152975145
247,696.821544012399,5517.12161405402
248,696.080240794938,5514.86682557051
249,651.694928869487,5561.59958471184
250,674.582558683487,5554.18658589571
251,678.289052531808,5541.21384074735
252,649.810797554451,5529.75459198453
253,669.022812351259,5541.21384074735
254,655.617641252668,5505.66235417171
255,657.254675201715,5512.76647572061
256,683.91057876528,5535.00546104952
257,671.123162201156,5542.85088581589
258,683.478152815052,5560.54940422715
259,711.70931042642,5520.45746185336
260,647.154473071332,5534.01706046607
261,664.791222700845,5577.16687444208
262,693.979890945041,5521.22964390195
263,654.135045937239,5553.22907526288
264,668.157960450803,5523.63887101908
265,686.597782079528,5536.05563041472
266,651.355172771125,5536.30273890021
267,673.408829515798,5505.16815943973
268,657.254675201715,5557.49154374442
269,658.953489052005,5531.08274866634
270,664.853002602088,5553.9085985791
271,657.872429736182,5526.57318281881
272,658.613732953643,5556.31782569623
273,649.779907603829,5561.04361007862
274,674.582558683487,5552.3333334118
275,678.289052531808,5541.21384074735
276,657.409113835332,5532.53446515064
277,669.022812351259,5541.21384074735
278,655.277885154306,5508.16424002121
279,657.192906419964,5511.65452645417
280,672.420428932347,5543.68484776572
281,712.049066524782,5518.75864800307
282,647.926655119922,5532.874221249
283,665.378087284689,5575.96225532377
284,689.408545196264,5546.77358707957
285,696.080240794938,5520.55012058573
286,654.629240669218,5546.12495371398
287,658.459294320026,5568.70370626074
288,661.609813535125,5548.62683956348
289,656.050067202897,5526.38785423457
290,693.115039044585,5517.12161405402
291,659.756561051218,5511.56186772179
292,693.856342262047,5517.43048020176
293,684.590102081498,5517.0907241034
294,682.335313597984,5517.89379610261
295,674.582558683487,5562.95863134428
296,672.420428932347,5543.68484776572
297,651.355172771125,5536.30273890021
298,681.563120429901,5554.00125731147
299,696.914202744772,5518.51155063708
300,671.462918299518,5563.48371602688
301,716.342424956948,5525.70833091835
302,701.732645859539,5535.80853304873
303,681.624900331145,5524.1948456523
304,680.420292332327,5518.78953795369
305,681.624900331145,5524.1948456523
306,695.586046062959,5513.63132762107
307,691.261797680171,5530.09434808289
308,680.142305015715,5526.38785423457
309,722.767023189632,5530.65032271611
310,678.968575848026,5531.8240518838
311,665.872282016668,5507.82448392285
312,698.427688010824,5504.70484353888
313,665.872282016668,5507.82448392285
314,718.875200757072,5531.51517461657
315,693.794562360803,5545.04389439816
316,680.142305015715,5533.95529168432
317,722.767023189632,5530.65032271611
318,648.637068386762,5544.92034571516
319,648.637068386762,5544.92034571516
320,669.424348350865,5539.5768067983
321,669.424348350865,5539.5768067983
322,669.424348350865,5539.5768067983
323,677.39331068073,5548.62683956348
324,688.173047246824,5533.24487841748
325,668.003521817187,5541.27562064859
326,668.003521817187,5541.27562064859
327,720.697563290357,5525.95542828434
328,679.061234580399,5554.71167057831
329,664.111699384627,5545.50719917951
330,679.061234580399,5554.71167057831
331,664.111699384627,5545.50719917951
332,678.968575848026,5531.8240518838
333,677.794857799829,5515.6390076191
334,665.1309899187,5555.57652247877
335,665.1309899187,5555.57652247877
336,665.1309899187,5555.57652247877
337,652.343573354575,5539.36059938293
338,665.1309899187,5555.57652247877
339,700.929573860326,5520.92076663471
340,673.748596733653,5525.39945365112
341,694.813852894875,5512.24139103801
342,691.447115144917,5537.72355431439
343,669.115471083632,5564.28678802609
344,652.961316769549,5551.22138414536
345,669.115471083632,5564.28678802609
346,652.961316769549,5551.22138414536
347,694.968291528492,5515.26836157011
348,656.050067202897,5546.77358707957
349,666.36648786814,5572.81173610867
350,671.308479665902,5552.05534609519
351,690.427835730337,5548.62683956348
352,641.965372788088,5544.95122454629
353,679.061234580399,5554.71167057831
354,674.057462881394,5565.67672460915
355,674.026584050264,5527.49980350101
356,675.478289415072,5565.4914071444
357,714.581842324906,5526.6967315018
358,669.764104449228,5518.32622205284
359,652.343573354575,5537.50734689902
360,706.458430241932,5532.81245246725
361,687.555292712357,5528.24110671848
362,649.347481653601,5536.33361773134
363,649.347481653601,5536.33361773134
364,657.872429736182,5526.57318281881
365,658.119527102171,5538.68107606671
366,681.995546380129,5530.09434808289
367,703.894775610679,5522.86667785099
368,665.316307383446,5526.38785423457
369,659.972779586078,5535.25255841551
370,685.702051347943,5506.00212138956
371,693.115039044585,5546.77358707957
372,650.490320870668,5531.9476005668
373,698.674785376813,5526.38785423457
374,659.756561051218,5511.56186772179
375,717.207276857404,5533.8008530507
376,651.138954236264,5539.97834279791
377,650.490320870668,5506.00212138956
378,687.555292712357,5541.21384074735
379,715.477573056492,5521.44586243681
380,715.477573056492,5521.44586243681
381,681.624900331145,5516.5656394208
382,681.624900331145,5516.5656394208
383,655.030776668824,5549.67700892868
384,660.714071684047,5566.41802782661
385,650.613869553663,5544.11726259646
386,650.613869553663,5544.11726259646
387,683.014836914202,5525.80098965072
388,683.014836914202,5525.80098965072
389,689.995409780109,5548.50329088049
390,680.543841015321,5507.51560665562
391,676.806457216378,5550.69629946276
392,682.026436330751,5528.14843686661
393,654.567471887467,5511.46919786993
394,680.698279648938,5517.58491883538
395,665.007441235705,5510.69701582134
396,679.401001798254,5573.58391815726
397,653.548181353394,5549.73878882993
398,651.23162408813,5530.80476134973
399,674.42812004987,5511.74718518654
400,681.624900331145,5516.5656394208
401,664.729453919093,5567.52997709306
402,708.095475310471,5515.1139229365
403,668.775703865777,5557.92396969465
404,676.744677315135,5537.44556699778
405,668.775703865777,5557.92396969465
406,715.693791591352,5528.17932681723
407,679.277453115259,5577.63017922344
408,678.289052531808,5537.50734689902
409,710.350252674492,5536.39539763258
410,676.435800047901,5572.99706469291
411,649.100384287612,5506.92874207177
412,691.75599241215,5534.94368114828
413,648.853286921622,5537.35290826541
414,649.347481653601,5536.33361773134
415,681.655790281767,5551.34493282835
416,680.698279648938,5517.58491883538
417,651.200734137508,5509.30707923828
418,651.200734137508,5509.30707923828
419,650.490320870668,5506.00212138956
420,653.362852769156,5514.89771552113
421,653.362852769156,5514.89771552113
422,656.389834420752,5545.35277166539
423,681.933777598378,5536.61160504795
424,657.872429736182,5526.57318281881
425,657.872429736182,5526.57318281881
426,683.509031646181,5508.10247123946
427,661.609813535125,5523.05200643523
428,675.292971950327,5522.43425190077
429,673.19262210043,5556.9355691112
430,649.409261554845,5541.73893654944
431,661.609813535125,5523.05200643523
432,690.551384413332,5529.53837344967
433,679.648099164243,5510.94411318733
434,675.014984633715,5567.46819719181
435,675.014984633715,5567.46819719181
436,701.207561176938,5531.97849051742
437,669.239019766627,5531.05185871572
438,663.246847484171,5561.22892754337
439,669.239019766627,5531.05185871572
440,670.659846300306,5565.83116324276
441,706.674648776793,5507.7627040216
442,663.617504652648,5561.90845085958
443,657.872429736182,5520.42657190274
444,683.787018962793,5517.92468605323
445,682.180874964368,5548.99748561246
446,702.813716294855,5523.57709111783
447,674.891424831228,5525.7700997001
448,671.308479665902,5548.71949829585
449,671.154041032285,5522.86667785099
450,671.586466982513,5502.94426090684
451,669.393458400244,5554.49546316294
452,656.389834420752,5551.00517672999
453,663.895491969259,5530.77387139911
454,693.115039044585,5544.92034571516
455,706.736417558544,5519.09840410143
456,666.15026933328,5520.27213326912
457,665.43985606644,5520.21035336787
458,655.494092569674,5535.0981197819
459,679.740769016109,5571.17470215963
460,658.026868369798,5518.75864800307
461,695.308058746347,5527.19092623378
462,689.408545196264,5546.77358707957
463,707.941036676855,5528.24110671848
464,707.941036676855,5528.24110671848
465,661.609813535125,5539.36059938293
466,686.474233396534,5513.50777893807
467,676.003374097673,5501.3072158383
468,644.498148588213,5554.24836579695
469,644.498148588213,5554.24836579695
470,654.351253352606,5548.81216814772
471,682.149985013746,5543.28330064662
472,689.130557879653,5526.10986691796
473,710.288483892741,5515.23747161949
474,655.89562856928,5530.40322535012
475,673.748596733653,5570.43339894216
476,681.810228915383,5526.01720818559
477,674.397230099249,5506.03300022069
478,668.837483767021,5578.06260517367
479,669.980322984088,5579.9467476082
480,668.837483767021,5578.06260517367
481,674.582558683487,5574.57231874071
482,656.853139202109,5528.88974008407
483,644.930574538441,5554.18658589571
484,652.343573354575,5538.61929616547
485,693.300367628824,5520.92076663471
486,652.343573354575,5538.61929616547
487,693.300367628824,5520.92076663471
488,677.547749314347,5561.72313339484
489,684.528322180254,5552.92019799565
490,684.528322180254,5552.92019799565
491,677.362431849601,5556.75025164646
492,676.250482583156,5553.87770862848
493,658.119527102171,5538.68107606671
494,658.119527102171,5538.68107606671
495,658.119527102171,5538.68107606671
496,667.169559867352,5569.01257240849
497,675.323850781456,5558.07840832827
498,666.088500551529,5517.0907241034
499,644.003953856234,5538.31041889824
500,644.003953856234,5538.31041889824
501,680.976266965549,5515.54634888672
502,672.667526298337,5573.49125942489
503,672.821964931953,5527.83957071887
504,676.250482583156,5553.87770862848
505,691.725102461528,5518.88219668606
506,658.644611784772,5570.83493494177
507,695.86403337957,5546.83536698082
508,659.756561051218,5511.56186772179
509,691.725102461528,5518.88219668606
510,657.687101151943,5525.12146633451
511,659.633012368223,5516.07143356933
512,724.465837039922,5534.88191236653
513,659.509463685228,5545.630758982
514,684.003237497653,5511.71630635541
515,703.70944702644,5531.97849051742
516,659.509463685228,5545.630758982
517,714.736280958523,5531.02097988459
518,704.543408976274,5530.21789676589
519,682.891288231207,5521.13698516958
520,683.138385597197,5524.96702770089
521,683.91057876528,5504.89017212312
522,653.887948571249,5543.87016523046
523,644.498148588213,5554.24836579695
524,653.887948571249,5543.87016523046
525,682.98394696358,5522.89756780162
526,656.513383103746,5564.87365260994
527,682.98394696358,5522.89756780162
528,676.960895849995,5570.43339894216
529,662.96886016756,5549.02837556309
530,664.822112651466,5547.39134161404
531,694.010780895663,5533.33753714985
532,659.756561051218,5524.53460175066
533,674.582558683487,5554.18658589571
534,669.022812351259,5541.21384074735
535,639.494376889208,5540.28722006514
536,671.123162201156,5542.85088581589
537,647.154473071332,5534.01706046607
538,657.254675201715,5512.76647572061
539,664.791222700845,5577.16687444208
540,687.925949880834,5506.46542617092
541,690.427835730337,5509.55417660427
542,643.818625271995,5552.11712599643
543,685.918258763311,5516.0405436187
544,656.513383103746,5564.87365260994
545,698.58212664444,5538.89728348208
546,653.887948571249,5543.87016523046
547,659.571243586472,5520.7663280011
548,707.81748799386,5525.02880760214
549,659.756561051218,5511.56186772179
550,659.509463685228,5545.630758982
551,658.644611784772,5571.76156674347
552,656.050067202897,5548.62683956348
553,704.018324293673,5541.39916933158
554,681.995546380129,5517.12161405402
555,652.992206720171,5558.01662842702
556,652.992206720171,5558.01662842702
557,663.524834800782,5540.59609733237
558,691.848651144523,5546.43383098121
559,670.937833616917,5533.33753714985
560,673.841255466026,5569.01257240849
561,711.740189257549,5523.42265248422
562,716.311535006326,5523.57709111783
563,670.937833616917,5533.33753714985
564,670.937833616917,5533.33753714985
565,689.408545196264,5518.97485541843
566,689.408545196264,5518.97485541843
567,657.810649834938,5543.40686044911
568,657.810649834938,5543.40686044911
569,677.516870483218,5541.05940211373
570,707.107074727021,5513.47688898745
571,665.872282016668,5527.46891355039
572,699.107211327041,5530.24878671651
573,655.092556570068,5518.69686810182
574,655.092556570068,5518.69686810182
575,678.474381116047,5552.73486941141
576,665.1309899187,5521.97094711941
577,706.581978924927,5517.39960137063
578,680.173183846844,5529.3221660343
579,663.648383483777,5551.03606668061
580,663.648383483777,5551.03606668061
581,694.782962944254,5525.15235628513
582,665.1309899187,5521.97094711941
583,665.1309899187,5521.97094711941
584,663.648383483777,5551.03606668061
585,651.138954236264,5539.97834279791
586,668.652155182782,5576.33291249225
587,668.652155182782,5576.33291249225
588,663.308627385415,5523.02111648461
589,673.19262210043,5551.12872541298
590,692.960600410969,5529.60015335091
591,668.652155182782,5576.33291249225
592,720.543124656741,5531.08274866634
593,720.543124656741,5531.08274866634
594,722.643474506637,5533.86262183246
595,722.705243288388,5535.03635100014
596,722.643474506637,5533.86262183246
597,687.462633979984,5544.95122454629
598,710.288483892741,5532.96689110087
599,667.169559867352,5531.9476005668
600,680.852718282555,5513.66221757169
601,661.887800851736,5517.12161405402
602,685.702051347943,5515.26836157011
603,652.775999304803,5525.86276955197
604,668.034411767808,5571.6688968916
605,713.500783009083,5522.68136038625
606,713.500783009083,5522.68136038625
607,688.481924514057,5505.81679280533
608,652.343573354575,5539.36059938293
609,688.976119246036,5550.35654336439
610,669.980322984088,5579.9467476082
611,684.528322180254,5552.92019799565
612,662.96886016756,5549.02837556309
613,653.239304086161,5539.08261206632
614,689.871861097114,5542.29491118266
615,668.374167866171,5507.42293680375
616,646.35140107212,5548.53418083111
617,643.725966539622,5541.52271801458
618,705.377370926109,5522.12538575303
619,643.725966539622,5541.52271801458
620,643.725966539622,5541.52271801458
621,643.725966539622,5541.52271801458
622,674.829656049477,5568.1168416769
623,674.829656049477,5568.1168416769
624,687.987718662585,5530.80476134973
625,652.775999304803,5525.86276955197
626,671.74090561613,5532.96689110087
627,656.142725935269,5515.66989756972
628,689.717422463497,5517.92468605323
629,694.782962944254,5507.7627040216
630,672.420428932347,5543.68484776572
631,653.146645353788,5505.3843668551
632,672.72930619958,5520.82810790234
633,689.408545196264,5531.9476005668
634,653.146645353788,5505.3843668551
635,680.142305015715,5539.36059938293
636,676.744677315135,5537.44556699778
637,650.181443603435,5507.60826538799
638,702.381290344627,5507.85536275398
639,648.637068386762,5544.92034571516
640,641.965372788088,5544.95122454629
641,650.613869553663,5544.11726259646
642,706.736417558544,5519.09840410143
643,685.702051347943,5546.77358707957
644,689.408545196264,5518.97485541843
645,644.930574538441,5552.3333334118
646,713.500783009083,5522.68136038625
647,689.871861097114,5542.29491118266
648,644.930574538441,5552.3333334118
649,672.72930619958,5576.42557122462
650,653.146645353788,5505.3843668551
651,699.138101277663,5504.98283085549
652,691.261797680171,5517.12161405402
653,650.181443603435,5507.60826538799
654,684.281224814264,5511.12944177156
655,677.331541898979,5561.16715876162
656,675.879825414679,5506.34187748793
657,691.75599241215,5534.94368114828
658,691.261797680171,5552.3333334118
659,662.227568069591,5534.63481500054
660,678.752368432658,5542.78910591464
661,678.752368432658,5542.78910591464
662,680.142305015715,5535.15989968314
663,667.571095866959,5566.72690509384
664,701.701767028409,5527.65424213463
665,661.48626485213,5559.49923486195
666,701.701767028409,5527.65424213463
667,660.096328269073,5549.89322746354
668,665.007441235705,5503.68555300481
669,644.498148588213,5554.24836579695
670,654.752789352213,5540.07101264977
671,660.127218219695,5547.08246434681
672,660.096328269073,5549.89322746354
673,665.007441235705,5503.68555300481
674,660.096328269073,5549.89322746354
675,697.80994459585,5512.42670850275
676,679.926086480855,5544.7041271803
677,703.585898343445,5509.09086070342
678,661.455374901508,5557.30622627968
679,679.926086480855,5544.7041271803
680,703.585898343445,5509.09086070342
681,661.455374901508,5557.30622627968
682,691.848651144523,5533.70818319884
683,694.659414261259,5523.6697609697
684,660.899400268285,5505.29170812273
685,691.941320996389,5540.78141479712
686,694.93740157787,5542.44933869679
687,666.36648786814,5559.68455232669
688,710.288483892741,5515.23747161949
689,662.351116752586,5570.15541162555
690,662.351116752586,5570.15541162555
691,699.601417178513,5502.69715242136
692,658.026868369798,5529.13683745006
693,702.350400394005,5504.7357334895
694,658.026868369798,5529.13683745006
695,702.350400394005,5504.7357334895
696,655.494092569674,5535.0981197819
697,655.494092569674,5535.0981197819
698,700.342709276482,5506.37276743855
699,651.293392869881,5533.49197578347
700,687.771511247218,5524.90525891914
701,653.671730036389,5524.78171023614
702,681.841107746513,5518.48066068646
703,661.609813535125,5528.33376545085
704,710.288483892741,5515.23747161949
705,662.351116752586,5570.15541162555
706,662.351116752586,5570.15541162555
707,663.401286117788,5506.8360833394
708,669.053691182389,5509.58506655489
709,714.118526424057,5538.12510143349
710,676.899115948751,5501.98675027401
711,676.899115948751,5501.98675027401
712,669.300799667871,5574.60320869134
713,669.300799667871,5574.60320869134
714,669.300799667871,5574.60320869134
715,710.968007208958,5517.18338283577
716,667.84908318357,5561.72313339484
717,676.034264048295,5564.10147056135
718,676.034264048295,5564.10147056135
719,675.107643366088,5563.76170334349
720,662.25844690072,5566.6651251926
721,662.25844690072,5566.6651251926
722,649.06949433699,5556.4104844286
723,682.644190865218,5518.57331941883
724,662.25844690072,5566.6651251926
725,671.432028348896,5550.97428677937
726,665.316307383446,5513.97108371943
727,702.659277661238,5543.46862923086
728,702.659277661238,5543.46862923086
729,649.501920287218,5529.29127608368
730,655.092556570068,5506.8360833394
731,655.092556570068,5506.8360833394
732,671.432028348896,5550.97428677937
733,684.497432229632,5545.04389439816
734,649.501920287218,5529.29127608368
735,719.678272756285,5535.00546104952
736,677.362431849601,5556.75025164646
737,654.907227985829,5561.4142561276
738,671.432028348896,5550.97428677937
739,662.876201435187,5544.08638376533
740,663.154188751798,5567.03578236108
741,662.351116752586,5570.15541162555
742,699.138101277663,5504.98283085549
743,696.049350844316,5508.68932470381
744,661.424484950886,5515.5154589361
745,664.482345433611,5552.54955194666
746,681.933777598378,5536.61160504795
747,655.833859787529,5566.17093046062
748,683.509031646181,5508.10247123946
749,692.373746946617,5513.26067045259
750,673.19262210043,5556.9355691112
751,704.790506342264,5534.51126631754
752,647.154473071332,5534.01706046607
753,647.926655119922,5532.874221249
754,677.980175264575,5538.65018611609
755,700.898683909704,5533.27575724861
756,700.898683909704,5533.27575724861
757,670.659846300306,5565.83116324276
758,670.659846300306,5565.83116324276
759,653.362852769156,5514.89771552113
760,682.304423647363,5516.53474947018
761,687.555292712357,5544.92034571516
762,687.555292712357,5544.92034571516
763,687.555292712357,5544.92034571516
764,668.034411767808,5571.6688968916
765,697.593726060989,5535.40699704913
766,688.173047246824,5533.24487841748
767,691.261797680171,5552.3333334118
768,710.968007208958,5517.18338283577
769,677.331541898979,5540.50342748051
770,691.261797680171,5552.3333334118
771,679.061234580399,5514.09463240242
772,666.15026933328,5520.27213326912
773,665.43985606644,5520.21035336787
774,703.400569759207,5516.0405436187
775,663.215957533549,5529.22950730193
776,720.388686023124,5532.84334241787
777,660.034548367829,5540.53431743113
778,668.09618054956,5532.04025929917
779,674.644327465238,5549.73878882993
780,703.091703611466,5502.51183495661
781,651.447831503498,5548.71949829585
782,678.165503848814,5546.74270824844
783,677.455090581974,5503.16046832221
784,660.714071684047,5552.39511331305
785,674.891424831228,5503.34579690645
786,707.724818141995,5521.75472858455
787,656.729590519114,5557.70776227928
788,650.613869553663,5544.11726259646
789,705.253822243114,5529.01328876707
790,705.253822243114,5529.01328876707
791,705.253822243114,5529.01328876707
792,669.733225618099,5530.40322535012
793,687.987718662585,5543.40686044911
794,676.312251364907,5521.75472858455
795,700.99135376157,5534.26415783206
796,705.037614827746,5527.12915745203
797,700.99135376157,5534.26415783206
798,674.242791465632,5573.55303932613
799,656.451603202503,5543.68484776572
800,682.736849597591,5550.01677614654
801,672.698416248958,5521.5694111198
802,657.316455102959,5562.12466939444
803,666.335597917518,5569.07435230973
804,668.899263668265,5534.75836368353
805,668.899263668265,5534.75836368353
806,681.995546380129,5530.09434808289
807,703.771226927684,5510.14104118811
808,720.388686023124,5532.84334241787
809,674.644327465238,5549.73878882993
810,691.601553778534,5526.14075686858
811,651.447831503498,5548.71949829585
812,669.269909717249,5526.54229286819
813,646.752937071726,5547.26779293105
814,706.643758826171,5528.36465540147
815,706.643758826171,5528.36465540147
816,724.311398406305,5532.41091646765
817,683.848798864036,5514.65060703565
818,654.721910521083,5549.02837556309
819,644.18927132098,5543.25242181549
820,654.721910521083,5549.02837556309
821,674.551668732865,5566.23269924237
822,649.810797554451,5556.87380032945
823,682.922178181829,5524.50372291953
